,label,judul_clean,narasi_clean
891,1,video kembang api olimpiad ditampilkan olimpiad tokyo ditunda covid,kembang api disiapkan kota tokyo upacara pembukaan olimpiad olimpiad dibuka covid kembang api disimpan kembang api olimpiad ditampilkan silakan menikmati kembang api olimpiad latar gunung fuji indah nb keraskan volum stereo
892,1,corona is hoax,corona is hoax
893,1,burhanuddin muhtadi rp miliar menangkan jokowi,indonesia data kebohongan harganya ratusan miliar
894,1,raja salman meningg terindikasikan keracunan kopi,berita dirahasiakan most off record enggak sia begadang info malam bada subuh wib barulah info ane dapatkan dikabarkan raja salman meningg terindikasikan keracunan jam
895,1,tka china pekerjaan proyek pltu morowali,tka china pekerjaan proyek pltu morowali ditawarkan tenaga kerja lokal yang
896,1,tka china ditolak masuk indonesia internet indonesia diblokir,rejim katak berkutik menghadapi impor ratusan tka china beij china ancam blokir satelit internet indonesia istana berani tolak tka china ancaman partai komuni china seriu mematikan jaringan internet indonesia infovalid
897,1,akun media sosial erick thohir for presid,akun media sosial erick thohir for presid
898,1,larangan rumah puncak penyebaran viru corona,besok rumah mencari makanan terburuk tanggal inkubasi yang terinfeksi positif gejalanya orang tertular rumah berhubungan bertemu orang berhatihati
899,1,extremist act against the minor peopl video,thi is an extremist act against the minor peopl commit by the state and indian hindu whose brain are made of the god shit the scabbi cowok
900,1,penculikan anak remaja diambil organnya mayatnya dijahit dibuang kekali season citi,penculikan anak remaja diambil organnya mayatnya dijahit dibuang kekali season citi guy hati ya anak pesenin kalau wc kemana jangan mesti temenin anak yang ketemuin season citi juga sudah hati yang anak cucu rame penculikan anak untuk ambil organ tubuh
901,1,orang kayak wuhan stre menghamburkan uang,orang kayak wuhan stre menghamburkan uang dalam arti uang tiada arti dibandingkan keselamatan
902,1,bahaya bertelepon dapur kompor menyala,ber telepon dapur panggilan menerima panggilan dapur nama dari ademola suami dokter berbagi kejadian menyedihkan orang dibawa rumah sakit akibat luka bakar menerima panggilan telepon dapur kompor ga menyala
903,1,johnni plate menteri kominfo gebrakan grati telepon,gebrakan menkominfo johni gplate serba gratissekarang takut nelpon nomor telpon pemerintah menkominfo johni plate kebijakan yang meringankan rakyat nopemb indosat telkomsel xl smartfren telpon grati oper
904,1,menag allah arab berdoa masjid pakai bahasa indonesia,menag allah arab berdoa masjid pakai bahasa indonesia
905,1,makanan kaleng produksi thailand tularkan hivkembali,makan makanan kaleng buahan produksi thailand negara orang pengidap aid kerja pabrik kalengan masukkan darah kalengan depk thailand kalengan sita ttpi yang sudah terlajur diekspor
906,1,goobernur ani bukti otentik panitera mahkamah internasion,mohon doanya kemenangan prabowo didepan mata hakim mahkamah internasion menentukan hukuman tanggal juli
907,1,kebijakan peniadaan pendidikan agama sekolah,kedepan disuguhi kebijakan
908,1,tukang kungfu diajak maka cukong,gila lo ndro tukang kungfu ajak maka cukong
909,1,js prabowo pesawat ditumpangi prabowo abort take off take off diujung runway melinta jet tempur,purwokerto pswt yang ditumpangi abort take off karena take off diujung runway melinta jet tempur
910,1,mengintimidasi asn bawahannya,menteri memalukan id dengan vulgar mengintimidasi asn bawahannya karena memilih no penindasan pemaksaan dalam demokrasi yang beba kampany yang tidak cuti pidana pemilu ancamannya kurungan
911,1,salam jari kubu caprescawapr salam jari lgbt china,weleh xternyata salam jari milik kubu caprescawapr persi salam jari kaum lgbt china
912,1,menginap grati peserta reuni alumni,info persiapan rekan kota yang membutuhkan nginap info rekan jakarta yang menawarkan sebab assalamualaikum wr wb
913,1,stnk mati kendaraan bodong,kendaraan bermotor stnk nya mati datanya dihapu samsat diregistrasidiperpanjang alia kendaraan bodong
914,0,sophia latjuba bantah anggota jurkam jokowi maruf,enggak tuh sophia kali sophia latjuba rabu
915,0,pertamina pemerintah kalrifikasi isu bbm malam,beredar isu media sosial berantai rencana kenaikan harga bahan bakar minyak bbm meresahkan masyarakat
916,1,himbauan ulama habaib kiyai pimpinan pondok pesantren indonesia memilih jokowi presiden,imbauan ulama habaib kiyai pimpinan pondok pesantren indonesia memilih jokowi presiden
917,1,babinsa diisukan terlibat hoax penyerangan ulama kodam iii penjelasan,babinsa diisukan terlibat hoax penyerangan ulama kodam iii penjelasan
918,0,merawat pesan toleransi gu dur,apa kau pergibaru mengerti kau berusaha mengajari hidup disyukuriapapun engkaulah mengajarkan hidup pilihan pilihan kekuatan
919,0,mafindo chapter depok adakan sosialisasi anti hoax,masyarakat anti fitnah indonesia mafindo chapter depok polsek sukmajaya mengadakan sosialiasasi warga swatama resid kemang acara
920,1,terima dipecat yansen binti pembakaran sekolah perintah prabowo,terima dipecat yansen binti pembakaran sekolah perintah prabowo
921,1,bahaya sinar kosmik melewati bumi malam,bahaya sinar kosmik melewati bumi malam
922,1,lowongan pekerjaan pt badak lng,postingan foto lowongan pekerjaan pt badak lng lowongan pekerjaan meliputi pemasaran trade cs tingkatan lowongan tingkatan smksma postingan melamar pekerjaan mengirimkan berkasnya domain ptbadaknglcom
923,1,lowongan kerja pt badak lng,lowongan kerja pt badak lng
924,1,gudang senjata israel meledak,allahu akbar gudang senjata milik israel meledak
925,1,ratusan tubuh anak didalam mobil van thailand,kemarin thailand temukan buah mobil van berisi anakanak kondisi meningg dibungku plastik
926,1,menteri energi jepang membungkuk menit bentuk permintaan maaf,menteri energi jepang membungkuk menit sebagai permintaan maaf kepada rakyat karena listrik padam salam minta pictwittercomdjvzxgk jul
927,1,suspect corona melarikan rs persahabatan driver ojek onlin,hatihati kontak fisik dengan orang dinyatakan positif corona kabur rawat rs buron karena takut menyebarkan viru corona kerja gojek mengenali bertemu orang laporkan menyebar virusnya terimakasih
928,1,jokowi menyatakan indonesia dilockdown,mon break news tv one presiden ri menyatakan indonesia dilockdown anggota kabinet diperintahkan cek viru conora beserta jajaran bawahnya wajah mata berputar kayaknya presiden taat ani min woy wajah air mata bahagia
929,1,profesor chen horin lemon pana membunuh sel kanker,viru corona covd mencapai negara cepat lambat keraguan negara memiliki kit peralatan diagnostik canggih silakan vitamin alami memperkuat sistem kekebalan tubuh viru mengandung vaksin perawatan khusu sayangnya mutasi genetik membuatnya berbahaya penyakit disebabkan penggabungan gen ular kelelawar memperoleh kemampuan menginfeksi mamalia manusia
930,0,warga cina lempar kuce anjingnya apartemen hoak kuce anj menularkan viru corona,takut viru corona warga china lempar anj kuce apartemen
931,1,surat ajakan debat terbuka diadakan penguru cabang muhammadiyah jember,mohon maaf sebesarbesarnya maksud kedatangan surat salah pimpinan muhammadiyah cabang jember mengajak dialogdebat terbuka kegiatankegiatan terlaksana maje kiyaiustadz bina pembacaan dzikir tahlil tawassul lainlain bertentangan ajaranajaran dibawa rosulullah shollallahi alaiki wasaallam kiyaiustadz berkenan menerima tantangan acara rutinan kiyaiustadz pimpin
932,1,shopp bantah umumkan pemenang jutawan shopp,waspada penipuan mengatasnamakan shope xxx info terkait pemenang kui diumumkan akun media sosial resmi shope sobat shope menemukan modu penipuan lapor admin ya
933,1,muncul isu penculikan purbalingga kepolisian menyatakan,kaum intelek pemuja jae menutup mata telingamu banggamu sosok sederhananya
934,1,moeldoko pendukung prabowo yang mengakui kemengan jokowi tangkap,moeldoko pendukung prabowo yang mengakui kemengan jokowi tangkap
935,1,ketua kpud bekasi meningg dunia,innalilahi wainnalillahi rojiun ketua kpud bekasi meningg dunia tragi
936,1,sesar batui balantak picu gempa tsunami,naudzubillahiminzhaliqjauhkan mara bahaya ya allahwaspada untuk wilayah batui balantak
937,1,bersatu nomor,iwan fal kawan kawan mengajak masyarakat mencintai indonesia bersatu nomor satuiwan fal dukung jokowi nomor kualita bagu kalo barang kawean
938,1,jokowi bank dana nasabah proyek,assallamuallaikum rekan tanggal februari harap tarik dana keluarga miliki tersimpan baca bni mandiri dana pakai rencana karena jokowi bank bank proyek
939,1,ketua kpu saudara kandung soe hok gie,eta terangkanlah arief budiman ketua kpuadalah saudara kandung soe hoek gie nama lahir arief budiman soe hok djin
940,1,indonesia mengetahuinya,tau kisah tragi yang prabowo turun malaysia sewa pengacara mahal
941,1,golden fireworm,ulat bulu laut menyerang sisir pantai thailand pantai pada
942,1,kepulangan timna brasil disambut lemparan batu telur penggemar,pulang brasil neymar dkk dilempari fan
943,1,syndrom jule,hati orang tua yang punya babi umur dibawah biasakan anak lihat youtub
944,0,kah asep saifuddin chalim bantah orang menyarankan memilih gu ipul berkhianat,istilah hoax keji rambu upaya kera orang
945,1,pemerintah jokowi hati lanjutkan proyek kereta cepat pasca putusan pengadilan tiongkok,pemerintah jokowi hati lanjutkan proyek kereta cepat pasca putusan pengadilan tiongkok
946,1,ketum kapan zulkifli hasan habib rizieq tokoh ulama penggadai agama,ketum kapan habib rizieq tokoh ulama penggadai agama wow benaran bagaimana yang bantu
947,1,michael essien gabung persebaya surabaya,foto aksen warna putih hijau kune disertai foto michael essien lambang persebaya surabaya didalamnya
948,1,sari roti berubah nama garmelia,indomart lihat sari roti sari roti ganti nama kawan kawan namanya garmelia namanya sari roti eh garmelia ahahaha ayo boikot garmelia
949,1,allah,malu manusia menghentikan manusia
950,1,kristenisasi rusun dki mencantumkan video anakanak berjilbab menyanyikan lagu rohani nasrani,bantu share ustd yang sedih rusun assalamualaikum warohmatullohi wabarokaatuh mohon perhatian kyai ustadz dai pejuang islam kristenisasi rusun luput perhatian publikasi media
951,0,isu perbedaan surat al hujurat al quran sumbangan kerajaan arab,tolong perhatikan al quran sumbangan arab saudi dibagikan grati ayatnya diubah bandingkan al quran
952,1,foto agustu jutaan warga jerman turun jalan menolak kemerdekaannya dirampa dalih viru sepel,agustu jutaan warga jerman turun jalan menolak kemerdekaannya dirampa dalih viru sepel menolak wajib masker menerimanya dipertemukan dengan kewajiban wajib vaksin wajib vaksin berhasil disusul dengan wajib wajib benarbenar kontrol
953,1,foto presiden jokowi pelawak istana negara dikaitkan covid,team covid jagan lupa jaga jarak makai masker nyuci tangan awa covid udarabisa otgpdpodp
954,1,fanpag facebook bantuan samsung pendidikan adakan program bantuan pendidikan,team resmi samsung indonesia bertujuan membantu siswasiswi indonesia membutuhkan ponsel pembelajaran dirumah onlin pandemi corona viru covid
955,1,bocor bapaknya jokowi asli,bocor bapaknya jokowi yang asli banget kalau cebong ngebantah gua gampar muka jeleknya satusatu
956,1,foto letter from golkar island,letter from golkar island
957,1,italia gereja dibuka jemaatnya meningg covid,video diata kisah yang italia gereja dibuka jemaatnya kerajaan sorga meningg covid memikirkan penjangkauan the next gener
958,1,kompensasi listrik pln work from home,kompensasi pln wfh klik link dibawah lumayan tambahan listrik dikit khusu banten dki jakarta jawa barat
959,1,luhut jokowi sholat jumat rakaat prabowo kalah,luhut jokowi sholat jumat rakaat prabowo kalah
960,1,gambar perempuan berjilbab syari tulisannya wife and doughter of panglima polim,mencari potret perempuan indonesia zaman pencarian pakai bahasa indonesia enggak membuahkan hasil pakai bahasa inggri malay woman cloth centuri
961,1,pemilu dilaksanakan tau menang,lah iya enggak anehpemilu saja laksanakan sudah tau menang
962,1,calon pn siapkan uang rp,sehubungan ditetapkannya surat pengantar calon pegawai negeri sipil anggaran peserta calon pegawai negeri sipil lingkungan pemerintah provinsikotakabupaten mengikuti pembekalan tanggal novemb
963,1,alami kebocoran pipa pdam bandarmasih menyatakan,huma pdam bandarmasih nur wahid iya media sosial mempost pipa transfer diamet pe mm bocor hoax eresahkan pelanggan pdam
964,1,kejadian kapal feri makassar selayar tenggelam jam siang,semoga saudara keselamatan kejadian kapal feri makassar selayar tenggelam jam siang
965,0,membaca isi berita judul beritanya,isi artikel situ riauskycom keheranan kapolri jender pol tito karnavian perkebunan sawit tanaman industri terbakar kebakaran lahan hutan
966,1,hadiah cek tunai rp whatsapp,selamat kepada pengguna setia whatsapp nowhatsapp beruntung memenangkan hadiah cek tunai rp program promo undian ptwhatsapp inc indonesia code pin afr
967,1,demo hongkong menolak campur tangan fihak negara china komuni,minggu juni juta warga hongkong demo menolak kebijakan rezim pemerintahan hongkong sayang no tapi china menolak campur tangan fihak negara china komuni merugikan rakyat hongkong
968,1,hasil penyadapan mabe polri rencana densu untuk penangkapan perwira tni aktif,ijin melaporkan hasil penyadapan mabe polri rencana densu untuk penangkapan perwira tni aktif
969,1,sinyal internet berhentikan indonesia,mohon ijin sekedar info menginformasikan sinyal internet berhentikan indonesia
970,1,pesan ajakan konvoi resmi arema,mohon perhatiannya aremania aremanita konvoi resmi tanggal minggu start balaikota malang jam siang
971,1,dana haji dipakai pemerintah jokowi membangun infrastruktur,sahabat bermain tiktok untuk pamer aurat jurnali muda amerika bernama fira aziz negeri bambu cina mencari kantor tiktok menggali informasi kemanakah keuntungan aplikasi tiktok salurkan
972,1,pk ajak dukung poligami websit dukungpoligamicom,mari mendukung poligami pk partai keadilan sejahtera berkomitmen melegalkan poligami diseluruh provinsi indonesia daftarkan dukungan
973,1,video kampany capr bahasa mandarin,aneh menyudutkan salah paslon admin bingung kampany pakai bahasa mandarin indonesia china tenaga kerja ase mengerti mencoblo
974,1,pwnu jawa timur menangkan prabowo sandi,saudaraku kantor pwnu jatim membuktilan warga nu jawa timur mendukung pasangan prabowosandi
975,1,tercyduk mall istri sandi langsung kosongkan ta seharga juta,tercyduk mall istri sandi langsung kosongkan ta seharga juta drama pencitraan
976,1,perkelahian debt collector vs warga wiyung surabaya,judul postingan debt collector vs warga wiyung surabaya
977,0,keluarga almarhumah siswi smpn semen bantah sa meningg kondisi telinga berdarah hp berantakan lantai,media whatsapp siswi berinisi sa diisukan meningg kondisi telinga berdarah handphon hp berantakan lantai
978,1,racun vaksin yang tebarkan,racun vaksin yang tebarkan generasi pembenteng negeri
979,1,novotel semarang saksi bisu permainan sudirman said ida fauziyah,novotel semarang saksi bisu permainan
980,1,cak lontong warga jateng pilih nomor,cak lontong warga jateng pilih nomor pilgub jateng juni
981,0,klarifikasi pemerintah provinsi aceh terkait isu penerapan hukuman pancung qisa,kepala bidang bina hukum syariat islam hak asasi manusia dina syariat islam provinsi aceh syukri yusuf membantah isu isu muncul lantaran salah persepsi wartawan associ press mewawancarainya wawancara syukri menyinggung wacana hukum pancung sebata wacana butuh penelitian wacana penelitiannya lihat respon masyarakat disimpulkan
982,1,video planet nibiru video of planet nibiru,sesi facebook live selesai mengulang loop video durasi detik sumber beredar internet salah satunya youtub tautan teori konspirasi planet nibiru
983,0,manfaat air hangat,air hangat pana dikit sekelompok dokter jepang air hangat efektif menyelesaikan problem kesehatan sakit kepala migrain tekanan darah tekanan darah rendah nyeri sendi tibatiba meningkat penurunan detak jantung epilepsi meningkatnya tingkat kolesterol batuk ketidak nyamanan fisik sakit golu asma hoop batuk
984,1,garam palsu serpihan kaca,beredar video narasi info stop mengkonsumsi garam karena cek dilarutkan kedalam air serbuk kaca dihaluskan semoga bermanfaat ya saudara ss dibagikan like
985,1,rekomendasi pengacara mahendra maskur sinaga antisipasi pelanggaran privasi,teman sosial media direkomendasi pengacara bpk mahendra maskur sinaga shmhmhd wakabid advokasi lembaga eksekutif aliansi indonesia badan penelitian aset negara dpd prov sumut setuju untuk antisipasi pelanggaran privasi dituntut hukum
986,1,tanggapan polri terkait isu sipil papua bersenjata perang,kirakira agamanya islam dicap semoga indonesia utuh ter berceraiberai
987,0,video wanita india prote bakar jilbab,video wanita india prote bakar jilbab
988,1,patung brung garuda disertai pancasila tulisan cina,patung brung garuda disertai pancasila tulisan cina
989,0,perlawanan pekerja ase china bendera rrc diturunkan tni,upaya penurunan bendera cina republik rakyat cina paksa aparat tni dihalangi oknum perusahan pendukung penista agama yang triak makar makar makar manayg menuduh ummat islam makar makar sesungguhnya makar
990,0,cuitan twitter karyawan pt adhi karya gu mu bijak bersosi media,enggak aspal gu padang pasir wahyu shalat jumat juga rasullullah hijrah madinah bidah ndasmu
991,1,panglima tni diganti,presiden mengganti panglima tni
992,1,satpol pp pasang spanduk kampany ahok djarot,diumumkan septemb resmi daftar jadwal kampany langgar aturan satpol pp pasang spanduk kampany satpol pp tugasnya tertibkan turunkan spanduk kampanyeiklan langgar aturan keindahan kota bawaslupanaslu disuap ahok
993,1,pdip surat rekomendasi fachrorisafri,rekom pdip jambi
994,1,foto tenaga medi merangkai bacot,bacot
995,1,kebijakan yang merusak menjerumuskan generasi peneru bangsamenjauhkan nilai agama,kebijakan yang merusak menjerumuskan generasi peneru bangsamenjauhkan nilai agama
996,1,foto pupuk cendana jamian mutu,pupuk cendana jamian mutu cocok tanaman dari arab
997,1,surat panggilan wawancara kerja pt angkasa pura ii juni,berdasarkan hasil evaluasi tim seleksi lamaran kerja saudara terima berka lamaran saudara memenuhi persyaratan ditetapkan saudara mengikuti te seleksi calon karyawan pt angkasa pura ii persero mengikuti seleksi saudara wajibkan membawa ktp sim kartu identita asli erta surat panggilan te kirim via emaol masingmas peserta surat mohon print
998,1,pasien covid cimahi kabur rumah sakit,orang berkeliaran daerah positif covid yang kabur dari rs daerah cimahi bilih ngontrak tong tampi orang pojok waspada info terpercaya no hoak sebarkan
999,1,video pemuda wanita selandia masuk islam,masya allah ya allah alhamdulillah pemuda wanita selandia masuk islam bergetar menangi mendengar suara panggilan berdoa doa semoga allah membimb saudaraku masuk islam selandia amin
1000,1,modu menghabisi ustadz disuntik covid mati,ustadz yang sehat divoni pdp dimasukkan rs disuntik covid mati dikantongi plastik langsung dikubur rs prote
1001,1,enam penumpang kapal pelabuhan samudera terduga positif corona,info pelabuhan samudera kapal sulawesi orang terduga positif corona penumpang diamankan langsung disterilisasi bahaya penumpang turun
1002,1,biaya tilang indonesia,biaya tilang terbaru indonesia kapolri mantap stnk rp tidak bawa sim rp
1003,1,gunung dieng salatiga,lihat baikini gnfujidi jepangbukan pegunungan alpen eropatapi gndieng salatigaindonesiasuhu
1004,1,pemusnahan babi massal thailand,viral media sosial pemusnahan babi massal thailand
1005,1,surat wakalah infra struktur dana haji,surat wakalah infra struktur dana haji yang ditanda tangani pakkata cs bank mendaftarkan jamaah haji mbak surat wakalah jamaah haji merelakan uang hajinya dipakai dana infra struktur
1006,1,reken gendut jokowi negeri dilaporkan,reken negeri nama jokowi
1007,0,pernyataan sikap netral universita indonesia,ui mengimbau segenap sivita akademika warga ui alumni ui hak konstitusionalnya nama pribadi nama institusi ui
1008,1,pesta gay season citi jakarta barat,season citi jakarta barat
1009,1,begal jembatan sambaliung berau kalimantan timur,kejadian yang berlokasikan jembatan sambaliung beraukaltim
1010,0,klarifikasi sholat ibadah agama darurat,min tolong dicek min aliran sesat islam nusantara
1011,1,pelayanan sim libur minggu,tolong disebarkan sim dengan berlaku juni ajukan perpanjangan tanggal juni layanan perpanjangan sim ditutup minggu sim terlanjur mati bikin ya lebaran libur coba dicek sim nya sampai tanggal kalo liburan mendingan diperpanjang juni catatan bikin sim
1012,0,mengandung cace bpom kepri tarik merek sarden peredaran,isu berkembang kuat diperintahkan menarik produk sarden kaleng peredaran merek tarik penarikan kepala bpom kepri yosef dwi irwan
1013,0,klarifikasi gedung dpr kebakaran,damayanti malfungsi alat pemadam api ringan apar kebakaran malfungsi apar aerosol tibatiba kebakaran
1014,0,polda metro komplotan skim nasabah via atm modusnya,polda metro komplotan skim nasabah via atm modusnya
1015,0,cace hidup produk ikan supermarket live worm ini supermarket fish product,omg check thi out
1016,0,ketum mui nama muslim sebar hoax,ketum mui nama muslim sebar hoax
1017,1,razia stnk tanggal februari,razia stnk besok pagi pemda dishub kerja polri menggelar razia pajak stnk mobil motor kabupaten kotamadya propinsi indonesia kendaraan telat bayar pajak lengkapi surat kendaraan mhn ditertibkan atribut tnipolri yang terpasang kendaraan
1018,0,balada cinta segi ahok veronica ahok lemah syahwat,balada cinta segi ahok veronica ahok lemah syahwat
1019,1,pesan berantai catut kepolisian namanama kiai sasaran pki,hoax selidiki menyebarkan informasi tegaskan polsek cisaat mempublikasikan datadata meresahkan budi konfirmasi detikcom mapolsek cisaat kota sukabumi jawa barat selasa
1020,0,zakat bulanan namanya zakat,menag siapkan perpr tarik zakat pn muslim zakat haul bulanan namanya zakat jumhur ulama berpendapat didalam zakat harta mustafad diwajibkan haul berdasarkan diriwayatkan ibnu majah aisyah mendengar rasulullah saw bersabda zakat harta mencapai haul wallahualam
1021,1,beredar isu perih kartu kune dikeluarkan zaadit taqwa pesanan fz fh,beredar isu perih kartu kune dikeluarkan zaadit taqwa pesanan fz fh
1022,1,besok peraturan komunikasi,info terkini besok peraturan komunikasi dilantiknya badan siber sandi nasion bssn januari bpk jokowi presiden nkri panggilan dicatat rekaman panggilan telepon tersimpan whatsapp dipantau twitter dipantau facebook dipantau media sosial forum dimonitor informasikan perangkat terhubung sistem pelayanan
1023,1,video tabung ga meledak digoyanggoyangkan,video tabung ga meledak digoyanggoyangkan
1024,1,kemensetneg perintahkan pengibaran bendera tiang,kemensetneg perintahkan pengibaran bendera tiang
1025,1,balita rohingya menyusu jasad ibunya,balita rohingya menyusu jasad ibunya
1026,1,penguru masjid alwaqfiyah salemba jakarta layani doa solat kematian warga mendukung kafir,alhamdulillahkelpekojanjati padang salemba blunta tlh mengikrarkanmudahan yang mengikutidr yang kecilaamiinaamiin amin ya qabul
1027,1,peluru ga airmata diujicobakan peserta aksi novemb,efek ga air mata dipakai polisi mengamankan demo damai type mematikan efeknya safeti concern seriou eye injuri and one death due tapi cardiac arrest habib rizieq pembantaian massal pemerintahingat ulama meningg dibilang asma yang efek ga air mata death due tapi cardiac arrest efek ga air mata perusahaan franc mematikan efek terkena mati ditempat
1028,1,boneka asli annabel melarikan museum warren,the real annabel doll just escap from the warren museum that itu is over
1029,1,foto cekungan beka lokasi ledakan beirut kemarin fix,banyaknya foto foto kejadian ledakan beirut kemarin dapatkan foto ilmu investigasi ku investigasi ledakan
1030,1,flyer perjalanan terganggu surat keterangan hasil rapid te,tanggal agustu mohon maaf perjalanan terganggu kamu kedepan pemeriksaan surat keterangan kesehatan pendatang pelinta kabupaten kotawaringin barat surat keterangan hasil rapid te hasil non reaktif
1031,1,indonesian foreign minist say her govern is overwhelm by the leadership,indonesian foreign minist say her govern is overwhelm by the leadership of who have made global phenomenon
1032,1,jabatan presiden perpanjang pilpr,jabatan presiden perpanjang pilpr pasukan sakit hati menderita
1033,1,majalah italia menggambarkan,majalah italia menggambarkan keharusan melalukan physic distanc penggunaan pelindung tubuh digambarkan
1034,1,pesan berantai ganjar pranowo bolehkan warga jawa salat idul fitri,semarang kompa tv gubernur jawa memperbolehkan warga jawa melaksanakan salat idul fitri i berjamaah masjid lapangan ahad syarat dipenuhi warga menunaikan salat sunat syarat sesuai protokol kesehatan
1035,1,kartu dijanjikan wapr maruf debat cawapr terealisasi,segarkan memori melawan lupahukumnya kyai menjanjikan masyarakat tepati pepatah jawasumbu ketemu tutuptukang ngibul ketemu tukang jual fatwaapa pemirsa tau mbah yai rakyat susah kartu ajaib serba grati janjikan mbah yai
1036,1,penganut islam kristen yahudi buddha hadir selandia mengalunkan asmaul husna kalimat tauhid menghadapi wabah corona,kali sejarah duniapara pemuzik penyanyi kalangan penganut agama islamkristianyahudi budhahadhir bersamasama new zealandmengalunkan asmaul husna nama allah kalimat tauhid lah ilaaha illalloh bahasa arabkhusu menghadapi wabah cv hikmah berlakunya wabah cv inisaksikan selesai
1037,1,video salah muslimah kerana islam,salah post salah muslimah kerana islam video
1038,1,suara ketua dpr puan berjanji mensejahterakan partai,suara ketua dpr puan berjanji mensejahterakan partai
1039,1,ratik tagak,video melaksanakan salat gerakan salat kegiatan tarawih zikir doa selesai dilaksanakan gerakan ratik tagak
1040,0,pedang jepang bernama samurai,dong pedang jepang bernama samurai jeni pedang bernama katana loh yuk intip prose pembuatan nya pintar
1041,1,video pemukulan pelaku terorism menyerang masjid christchurch selandia penjara,sambutan tahanan kedatangan penembak umat muslim masjid new zealand
1042,1,narkoba china tiang pancang proyek infrastruktur,percaya terlibat orang diindonesia omong kosong diimpor politik neo pki
1043,1,ayo diralat kebijakannya,kejadian ayo diralat kebijakannya berab depannya
1044,1,aksi bunuh kawasan sukoharjo,solodepan mall hartonodaerah ruko soba sololaki perempuan bunuh
1045,1,ustaz abdul somad juru kampany prabowosandi,daftar nama tim juru kampany nasion daerah prabowosandi
1046,1,server kpu jawa barat down diserang masiv,server kpu jawa barat down diserang masiv hacker overload
1047,1,video orang makamkan hidup,kamu banjarmasin kalsel yang meningg dimakamkan menangi kubur warga yang mendengar tangisan penasaran ahirnya memberitahukan keluarga makam dibongkar kejadian orang hidup allah kekuasaannya yang allah subhanallah subhanallah subhanallah silakan saksikan rekayasa normal kesehatannya menangi untuk memohon kepada umat saudarasaudaranya jangan melalaikan sholat allah berbuat kebaikan dikubur benarbenar dipertanggung jawabkankalian jangan menyes kelak jangan menyes kelak ucapan berulangulang subhanallah
1048,0,polisi mengklarifikasi bom pasuruan,ledakan bom semoga bom
1049,1,proyek meikarta diberhentikan,valid irwanpetr btw info guy kontraktor meikarta stop pekerjaan meikarta china constructionnya cabut dari meikarta dalam group lippo lagi kacau balau rebutan harta mochtar riadi sudah sakitan karena uang penjualan meikarta diterima lippo pemb disetorkan lippo investor china disput biaya iklan potongkan lippo investor china rp proyek mangkrak total persada menghentikan pekerjanya investor china konsumen korban saham meikarta rp an rp an bangkrut beli saham nya gila
1050,0,pk luruskan hoax kader komentar kartini pemua sek belanda,dpp pk menerima informasi pk hoax kader pk berkomentar menghina kartini ya hoax foto kader pk aceh timur dibajak diinvestigasi temanteman aceh wakil sekjen pk abdul hakim konfirmasi senin
1051,1,polisi melarang produksi penjualan kao,hoax kali kadiv huma mabe polri irjen setyo wasisto indopo senin
1052,1,astaga sholat,astaga sholat
1053,0,klarifikasi mahfud md terkait tuduhan ratna sarumpaet,prof mahfud md mengklarifikasi tuduhan ratna sarumpaet menyebut aktor penyebar hoax istilah war on hoax tuduhan dilontarkan ratna perih statement prabowo indonesia bubar berdasarkan literatur buku salah novel fiksi berjudul ghost fleet dibantah mahfud menjabarkan data studi mckinsey indonesia masuk kekuatan ekonomi dunia
1054,1,foto dian sastro disunt,foto hasil suntingan foto beredar salah sumbernya
1055,0,brook institut percakapan joko widodo presiden indonesia,sangk viralnya tulisan diblokir facebook admin maret berita utama pemimpin negara negeri lelaki cepat menduduki jabatan jabatan walikota gubernur presiden
1056,0,diduga stre cerai istrinya suyatno bacok orang,kepala polr kendal akbp adiwijaya peristiwa murni penganiayaan pelaku nekat perbuatan diduga stre bercerai istrinya
1057,0,mudahmudahan rakyat lugu ditipu pencitraan andalan,gampang uang gampang uang ngutang jual barang utang tinggal jual barang juru andalan
1058,0,indonesia ditinggalkan saudara negara muslim dunia,innailaihi wainnailaihi roojiuun ditinggalkan saudara negara muslim dunia arab saudi bentuk negara aliansi strategi milit islam sunni iran indonesia indonesia dianggap merapat komuni china strategi bisni politik ala komuni china syiah iran strategi politik agama syiah yang musuh islam negara islam negara indonesia penduduk islam terbesar dunia dibanggabanggakan dianggap umat dunia islam innalillaahi wa inna ilaihi rojiun negara anggota aliansi milit islam dipimpin arab saudi indonesia iran
1059,0,jokowi insinyur,fakta jokowi insinyur coba tunjukkan orang teman seangkatan jokowi diwisuda coba tunjukkan sepuluh orang teman seangkatan jokowi jokowi alumnu ugm
1060,1,lowongan kerja pt pupuk sriwidjaja,beredar info lowongan kerja pt pupuk sriwidjaja isi info lowongan kerja pt pupuk sriwidjaja palembang membuka kesempatan kerja putraputri indonesia
1061,1,putri raja salman cantik,putri raja salman cantik putri raja arab indonesia mengenakan hijab nekat mengenakan hijab habib rizieq menjemputnya tanya doang salam dong dong pret
1062,0,masjid istiql digembok menghalau peserta aksi jilid,massa istiql istiql gembok
1063,0,bri melecehkan sunnah islam,bri melecehkan sunnah islam
